"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","NURSERY TOTALS","NURSERY TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6","27.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","NURSERY TOTALS","NURSERY TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","NURSERY TOTALS","NURSERY TOTALS, IN THE OPEN - ACRES IN PRODUCTION","TOTAL","NOT SPECIFIED","5","27.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","NURSERY TOTALS","NURSERY TOTALS, UNDER PROTECTION - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED","7,052","12.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OATS","OATS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","2","51.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OATS","OATS - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","2","47.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OATS","OATS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OATS","OATS, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OATS","OATS, IRRIGATED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","2","59.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OKRA","OKRA - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OKRA","OKRA - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","18.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OKRA","OKRA, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","OKRA","OKRA, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","18.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ONIONS","ONIONS, DRY - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2","7.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ONIONS","ONIONS, DRY - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","21","31.2"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ONIONS","ONIONS, DRY, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2","8.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ONIONS","ONIONS, DRY, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","21","28.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ONIONS","ONIONS, GREEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1","7.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ONIONS","ONIONS, GREEN - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","6","50.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ONIONS","ONIONS, GREEN, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1","7.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ONIONS","ONIONS, GREEN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","6","50.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","210","3.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES)","159","16.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES)","4","16.0"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","163","14.9"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ORCHARDS","ORCHARDS, IRRIGATED - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","157","3.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","ORCHARDS","ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","108","14.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PACKING FACILITY","PACKING FACILITY, CROPS, ON FARM - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","34","30.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEACHES","PEACHES - ACRES BEARING","TOTAL","NOT SPECIFIED","6","28.9"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEACHES","PEACHES - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","9","21.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEACHES","PEACHES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED","3","17.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEACHES","PEACHES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","27","19.2"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEACHES","PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","46","18.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEACHES","PEACHES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","19","25.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEARS","PEARS - ACRES BEARING","TOTAL","NOT SPECIFIED","4","20.0"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEARS","PEARS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","9","22.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEARS","PEARS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED","5","40.7"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEARS","PEARS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","27","18.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEARS","PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","34","21.9"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEARS","PEARS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","7","36.0"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, CHINESE (SUGAR & SNOW) - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, CHINESE (SUGAR & SNOW) - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","5.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, CHINESE (SUGAR & SNOW), FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, CHINESE (SUGAR & SNOW), FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","5.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, (EXCL SOUTHERN) - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3","25.2"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, (EXCL SOUTHERN) - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","4","21.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, (EXCL SOUTHERN), FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3","28.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, (EXCL SOUTHERN), FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","4","21.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, SOUTHERN (COWPEAS) - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, SOUTHERN (COWPEAS) - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","19","33.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, SOUTHERN (COWPEAS), FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2","27.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, SOUTHERN (COWPEAS), FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","19","33.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, SOUTHERN (COWPEAS), PROCESSING - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEAS","PEAS, GREEN, SOUTHERN (COWPEAS), PROCESSING - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","6","15.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PECANS","PECANS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PECANS","PECANS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PECANS","PECANS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","1","14.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PECANS","PECANS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","15.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PECANS","PECANS, IMPROVED - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PECANS","PECANS, IMPROVED - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PECANS","PECANS, IMPROVED - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","1","14.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PECANS","PECANS, IMPROVED - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","15.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, BELL - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1","31.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, BELL - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","6","39.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, BELL, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1","33.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, BELL, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","6","39.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","36","18.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, CHILE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","61","26.7"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, CHILE, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","33","26.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, CHILE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","55","30.7"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, CHILE, PROCESSING - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2","37.7"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PEPPERS","PEPPERS, CHILE, PROCESSING - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","9","15.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PLUMS & PRUNES","PLUMS & PRUNES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PLUMS & PRUNES","PLUMS & PRUNES - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","7","36.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PLUMS & PRUNES","PLUMS & PRUNES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PLUMS & PRUNES","PLUMS & PRUNES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","19","27.7"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PLUMS & PRUNES","PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","20","26.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PLUMS & PRUNES","PLUMS & PRUNES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","33.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POPCORN","POPCORN, IRRIGATED, SHELLED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6","9.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POPCORN","POPCORN, IRRIGATED, SHELLED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","6","9.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POPCORN","POPCORN, SHELLED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6","9.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POPCORN","POPCORN, SHELLED - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","6","9.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POPCORN","POPCORN, SHELLED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,100","9.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","14","0.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POTATOES","POTATOES - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","53","33.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POTATOES","POTATOES, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","12","0.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POTATOES","POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","41","36.0"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POTATOES","POTATOES, PROCESSING - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1","0.9"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","POTATOES","POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","12","41.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","1","(L)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","(L)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL, UNDER PROTECTION - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PUMPKINS","PUMPKINS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3","8.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PUMPKINS","PUMPKINS - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","10","26.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PUMPKINS","PUMPKINS, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3","8.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","PUMPKINS","PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","10","26.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","5","18.2"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3","17.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RASPBERRIES","RASPBERRIES - ACRES NOT HARVESTED","TOTAL","NOT SPECIFIED","2","24.0"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RASPBERRIES","RASPBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","14","30.9"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RASPBERRIES","RASPBERRIES - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","8","30.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RASPBERRIES","RASPBERRIES - OPERATIONS WITH AREA NOT HARVESTED","TOTAL","NOT SPECIFIED","6","57.9"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RHUBARB","RHUBARB - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RHUBARB","RHUBARB - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","4.4"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RHUBARB","RHUBARB, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RHUBARB","RHUBARB, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(L)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","SPINACH","SPINACH - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (Z)","72.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","SPINACH","SPINACH - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","3","53.8"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","SPINACH","SPINACH, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (Z)","84.7"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","SPINACH","SPINACH, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","3","81.6"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","SQUASH","SQUASH - ACRES HARVESTED","TOTAL","NOT SPECIFIED","28","12.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","SQUASH","SQUASH - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","41","20.3"
